title,Type,Episodes,Status,Premiered,Released_Season,Released_Year,Genres,Themes,Studios,Producers,Demographic,Rating,Score,Ranked,Popularity,Members,Favorites
Xin Yu Gong Yu Shan,Movie,1,Finished Airing,,,,"Adventure, Fantasy",,add some,add some,,,,16572.0,17866.0,503.0,1.0
Kai Byoui Ramune,TV,12,Finished Airing,Winter 2021,Winter,2021.0,"Mystery, Supernatural",Medical,Platinum Vision,"Kodansha, KlockWorx, King Records, Crunchyroll, Muse Communication",Shounen,PG-13 - Teens 13 or older,7.15,3751.0,2480.0,89967.0,341.0
Project Scard: Praeter no Kizu,TV,13,Finished Airing,Winter 2021,Winter,2021.0,Action,Super Power,GoHands,"Frontier Works, Glovision, Soranone",,PG-13 - Teens 13 or older,5.93,10669.0,4102.0,36708.0,146.0
Seijo no Maryoku wa Bannou desu,TV,12,Finished Airing,Spring 2021,Spring,2021.0,"Fantasy, Romance","Isekai, Medical",Diomedéa,"Lantis, Kadokawa, Bit grooove promotion",,PG-13 - Teens 13 or older,7.31,2860.0,1153.0,236918.0,1334.0
Boukyaku Battery,ONA,1,Finished Airing,,,,"Comedy, Sports","School, Team Sports",MAPPA,"Shueisha, dugout",Shounen,PG-13 - Teens 13 or older,6.38,8050.0,9656.0,4453.0,19.0
Munou na Nana Mini Anime,ONA,12,Finished Airing,,,,"Comedy, Supernatural",,Bridge,"Square Enix, Kanon Sound",Shounen,PG-13 - Teens 13 or older,5.83,11155.0,9411.0,4804.0,4.0
Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,TV Special,1,Finished Airing,,,,"Adventure, Fantasy",,Kamikaze Douga,Bandai Namco Entertainment,,PG-13 - Teens 13 or older,6.56,6922.0,10336.0,3597.0,3.0
Miao Qiansui de Chengnian Li,ONA,7,Finished Airing,,,,Adventure,,Ten Tails Animation,add some,,PG-13 - Teens 13 or older,,18621.0,18576.0,446.0,0.0
Renwu Dashi,ONA,6,Finished Airing,,,,"Action, Adventure, Fantasy",,1IN,add some,,,,14434.0,19129.0,403.0,0.0
This Is Not Blue,Movie,1,Finished Airing,,,,Avant Garde,Music,add some,add some,,PG-13 - Teens 13 or older,5.35,13055.0,13625.0,1375.0,3.0
Young Alive!: iPS Saibou ga Hiraku Mirai,Movie,1,Finished Airing,,,,Slice of Life,"Educational, Medical",Madhouse,Dentsu Tec,,G - All Ages,,16921.0,18048.0,487.0,2.0
23rd Japan Media Arts Festival Introduction,ONA,1,Finished Airing,,,,,Music,add some,add some,,G - All Ages,5.56,12387.0,19240.0,396.0,0.0
Ai no Utagoe wo Kikasete,Movie,1,Finished Airing,,,,"Drama, Sci-Fi","Music, School",J.C.Staff,"Shochiku, Bandai Namco Arts",,PG-13 - Teens 13 or older,7.67,1433.0,2052.0,119951.0,755.0
Shikoyaka Naru Toki mo Hameru Toki mo,OVA,2,Finished Airing,,,,Hentai,,Blue bread,"Queen Bee, Mediabank",,Rx - Hentai,6.37,,8478.0,6324.0,17.0
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita,ONA,4,Finished Airing,,,,"Boys Love, Fantasy",Isekai,AQUA ARIS,Bit grooove promotion,,PG-13 - Teens 13 or older,5.73,11652.0,9688.0,4405.0,7.0
Otona no Bouguya-san II,ONA,12,Finished Airing,,,,"Comedy, Fantasy, Ecchi",,IMAGICA Lab.,add some,,PG-13 - Teens 13 or older,5.48,12653.0,5913.0,15414.0,11.0
"Kanojo, Okarishimasu Petit",ONA,14,Finished Airing,,,,Comedy,,AQUA ARIS,Jinnan Studio,,PG-13 - Teens 13 or older,5.92,10672.0,5125.0,22253.0,47.0
Uchuu Nanchara Kotetsu-kun,TV,64,Finished Airing,Spring 2021,Spring,2021.0,"Comedy, Sci-Fi",Space,Fanworks,add some,,G - All Ages,,15893.0,14394.0,1126.0,3.0
Chou Futsuu Toshi Kashiwa Densetsu: Ekimae Housou UDC2-hen,ONA,11,Finished Airing,,,,"Comedy, Fantasy",,Super Normal Studio,add some,,G - All Ages,,20686.0,18129.0,480.0,0.0
Chou Futsuu Toshi Kashiwa Densetsu: Kashiwa no Gotouji Yuru Anime,ONA,18,Finished Airing,,,,"Comedy, Fantasy",,Super Normal Studio,add some,,G - All Ages,,20687.0,18152.0,478.0,0.0
Yuu☆Yuu☆Hakusho: Eizou Hakusho - Opening Ending Encyclopedia,Special,1,Finished Airing,,,,Comedy,Music,Studio Pierrot,add some,,PG-13 - Teens 13 or older,6.8,5504.0,11129.0,2869.0,4.0
Sore dake ga Neck,TV,12,Finished Airing,Fall 2020,Fall,2020.0,Mystery,Workplace,Toho Interactive Animation,add some,,PG-13 - Teens 13 or older,5.67,11962.0,8097.0,7035.0,3.0
Zoids Wild Senki,ONA,6,Finished Airing,,,,"Adventure, Comedy, Sci-Fi","Mecha, Military",OLM,Half H.P Studio,,PG - Children,6.47,7498.0,15217.0,904.0,1.0
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Movie,12,Finished Airing,,,,"Drama, Sci-Fi","Adult Cast, Military, Space",Production I.G,"Shochiku, Wright Staff, Aiming",,R - 17+ (violence & profanity),8.32,279.0,4847.0,25472.0,144.0
Cap Kakumei Bottleman,ONA,25,Finished Airing,,,,Action,Strategy Game,Gaina,add some,Kids,G - All Ages,5.52,12502.0,14090.0,1216.0,1.0
Baraou no Souretsu,TV,24,Finished Airing,Winter 2022,Winter,2022.0,"Action, Drama, Supernatural",Historical,J.C.Staff,"Lantis, Akita Shoten",Shoujo,PG-13 - Teens 13 or older,6.39,7976.0,3006.0,64960.0,402.0
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,Movie,1,Finished Airing,,,,"Slice of Life, Supernatural","Iyashikei, Mythology",Shuka,"Aniplex, Ai Addiction",Shoujo,PG-13 - Teens 13 or older,8.17,459.0,3374.0,52686.0,111.0
Horimiya,TV,13,Finished Airing,Winter 2021,Winter,2021.0,Romance,School,CloverWorks,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Kanetsu Investment, My Theater D.D., Global Solutions, Mirai-Kojo",Shounen,PG-13 - Teens 13 or older,8.19,436.0,83.0,1571230.0,38948.0
Wan Jie Xian Zong 4th Season,ONA,48,Finished Airing,,,,"Action, Fantasy, Romance","Historical, Mythology",Ruo Hong Culture,Tencent Video,,PG-13 - Teens 13 or older,7.15,3779.0,11070.0,2908.0,3.0
Zetsubou no Kaibutsu,Movie,1,Finished Airing,,,,"Drama, Horror",,add some,add some,,R - 17+ (violence & profanity),5.8,11350.0,12804.0,1742.0,2.0
Saezuru Doubutsu wa Yarushikanai!,ONA,25,Finished Airing,,,,Comedy,,AQUA ARIS,add some,,PG-13 - Teens 13 or older,6.42,7839.0,11367.0,2668.0,9.0
Planetarium Pokemon: Aurora kara no Message,Movie,1,Finished Airing,,,,"Action, Adventure, Comedy, Fantasy",,OLM,add some,Kids,PG - Children,6.64,6453.0,11950.0,2266.0,0.0
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,Movie,1,Finished Airing,,,,"Action, Adventure, Fantasy",Video Game,A-1 Pictures,"Aniplex, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa, Sonilude",,PG-13 - Teens 13 or older,7.95,776.0,965.0,280141.0,2161.0
SK∞,TV,12,Finished Airing,Winter 2021,Winter,2021.0,Sports,Racing,Bones,"Aniplex, Movic, ABC Animation",,PG-13 - Teens 13 or older,8.0,698.0,391.0,615784.0,13729.0
Fruits Basket: The Final,TV,13,Finished Airing,Spring 2021,Spring,2021.0,"Drama, Romance, Supernatural",,TMS Entertainment,"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN",Shoujo,PG-13 - Teens 13 or older,8.94,17.0,448.0,544568.0,21144.0
Hanma Baki: Son of Ogre,ONA,12,Finished Airing,,,,Sports,"Combat Sports, Gore",TMS Entertainment,add some,Shounen,R - 17+ (violence & profanity),7.64,1532.0,1415.0,189845.0,719.0
Uma Musume: Pretty Derby Season 2,TV,13,Finished Airing,Winter 2021,Winter,2021.0,Sports,"Anthropomorphic, Racing",Studio KAI,"TOHO animation, Cygames",,PG-13 - Teens 13 or older,8.27,328.0,2466.0,90786.0,1512.0
Kusoge tte Iuna! Animation,ONA,12,Finished Airing,,,,Comedy,Video Game,Charaction,add some,,PG-13 - Teens 13 or older,5.39,12957.0,11140.0,2860.0,1.0
Qin Xia,ONA,12,Finished Airing,,,,"Action, Adventure, Fantasy",,add some,"Tencent Animation & Comics, Qiyuan Yinghua",,PG-13 - Teens 13 or older,6.55,7010.0,11281.0,2731.0,4.0
Su Shen Xiao Ren,ONA,12,Finished Airing,,,,"Comedy, Slice of Life",,add some,add some,,PG - Children,,15366.0,20371.0,318.0,0.0
Shaonu Qianxian: Renxing Xiao Juchang 2,ONA,12,Finished Airing,,,,"Comedy, Sci-Fi","Anthropomorphic, Military",Big Firebird Culture,add some,,PG-13 - Teens 13 or older,6.82,5422.0,11685.0,2444.0,15.0
Wo Jia Da Shixiong Shi Ge Fanpai,ONA,13,Finished Airing,,,,"Action, Adventure, Comedy","Historical, Martial Arts",add some,"bilibili, Magilm Pictures",,PG-13 - Teens 13 or older,6.92,4877.0,10893.0,3056.0,11.0
Wo Wei Ge Kuang: Xuanlu Chongqi,ONA,12,Finished Airing,,,,,"Music, School",Foch Film,"Shanghai Animation Film Studio, bilibili",,PG-13 - Teens 13 or older,,16136.0,15724.0,788.0,0.0
Hallelujah: Unmei no Sentaku,ONA,1,Finished Airing,,,,"Action, Fantasy",,Yokohama Animation Laboratory,XFLAG,,PG - Children,5.86,11032.0,13541.0,1408.0,1.0
Hanhua Riji 2nd Season,ONA,12,Finished Airing,,,,"Comedy, Slice of Life, Supernatural",,L²Studio,"bilibili, Liyu Culture, Yunyi Animation, Haowan Dongman, Qizhiying Culture",,PG-13 - Teens 13 or older,7.61,1624.0,10030.0,3981.0,8.0
Yatogame-chan Kansatsu Nikki Sansatsume,TV,12,Finished Airing,Winter 2021,Winter,2021.0,Comedy,School,Saetta,LEVELS,Shounen,PG-13 - Teens 13 or older,6.38,8047.0,5851.0,15784.0,16.0
Uzaki-chan wa Asobitai! Double,TV,13,Finished Airing,Fall 2022,Fall,2022.0,"Comedy, Romance","Adult Cast, Love Status Quo",ENGI,"Movic, AT-X, Sammy, ABC Animation, Kadokawa, INCS toenter",,PG-13 - Teens 13 or older,7.24,3267.0,1105.0,244879.0,947.0
"Kanojo, Okarishimasu 2nd Season",TV,12,Finished Airing,Summer 2022,Summer,2022.0,"Comedy, Romance","Adult Cast, Harem",TMS Entertainment,"Mainichi Broadcasting System, Kodansha, DMM pictures, DMM Music",Shounen,PG-13 - Teens 13 or older,6.74,5866.0,544.0,463927.0,4884.0
Zhan Shuang Panini,ONA,12,Finished Airing,,,,"Action, Comedy",,Big Firebird Culture,add some,,PG-13 - Teens 13 or older,6.6,6733.0,15800.0,771.0,12.0
Fei Zhi Baike,ONA,97,Finished Airing,,,,Comedy,,add some,add some,,PG - Children,,21297.0,21119.0,278.0,0.0
Menghuan Shuyuan 4th Season,ONA,14,Finished Airing,,,,"Comedy, Fantasy",,Painting Dream,add some,,,,18563.0,21592.0,252.0,0.0
Zoku Sayonara Zetsubou Sensei: Shuukan Zetsubou Sensei Hihyou,Special,4,Finished Airing,,,,Comedy,,Shaft,add some,,PG-13 - Teens 13 or older,6.17,9299.0,15722.0,787.0,0.0
Biohazard: Infinite Darkness,ONA,4,Finished Airing,,,,"Action, Horror, Sci-Fi",,"TMS Entertainment, Quebico","Capcom, Netflix",,R - 17+ (violence & profanity),6.26,8776.0,5535.0,18320.0,40.0
Zhandou Wang Zhi Jufeng Zhan Hun 5: Heti Fanwai Pian,TV,10,Finished Airing,Winter 2020,Winter,2020.0,Action,,Alpha Animation,Alpha Group,Kids,PG - Children,,17045.0,18954.0,419.0,0.0
Idolls!,TV,10,Finished Airing,Winter 2021,Winter,2021.0,,"Idols (Female), Music",Shin-Ei Animation,"81 Produce, RAY, Stray Cats, BS Asahi",,PG-13 - Teens 13 or older,5.04,13687.0,8844.0,5732.0,12.0
Ling Long: Incarnation Middle Chapter,ONA,1,Finished Airing,,,,"Action, Drama, Horror, Sci-Fi, Suspense",Mythology,YHKT Entertainment,add some,,R - 17+ (violence & profanity),7.47,2167.0,11789.0,2371.0,7.0
Dogeza de Tanondemita: Isekai-hen,Special,1,Finished Airing,,,,"Comedy, Fantasy, Ecchi",Isekai,Adonero,"DAX Production, DMM pictures, DMM Music",,R+ - Mild Nudity,5.62,12181.0,5304.0,20555.0,36.0
Jashin-chan Dropkick X,TV,12,Finished Airing,Summer 2022,Summer,2022.0,"Comedy, Supernatural","Gag Humor, Mythology",Nomad,add some,,PG-13 - Teens 13 or older,7.42,2336.0,3684.0,45272.0,149.0
Awajishima no Shichifukujin,TV,25,Finished Airing,Fall 2020,Fall,2020.0,"Comedy, Supernatural",,add some,add some,Kids,G - All Ages,,20017.0,18945.0,420.0,0.0
Youjo Shachou,ONA,13,Finished Airing,,,,Comedy,Workplace,Project No.9,"Magic Capsule, Fabtone",,PG-13 - Teens 13 or older,6.59,6751.0,9898.0,4133.0,11.0
Osananajimi ga Zettai ni Makenai Love Comedy,TV,12,Finished Airing,Spring 2021,Spring,2021.0,"Comedy, Romance","Harem, School",Doga Kobo,"AT-X, Delfi Sound, Sun TV, Kadokawa",,PG-13 - Teens 13 or older,6.06,9941.0,937.0,287516.0,1672.0
Aku no Onna Kanbu: Full Moon Night R,OVA,2,Finished Airing,,,,Hentai,,T-Rex,Lune-Pictures,,Rx - Hentai,6.84,,7892.0,7530.0,19.0
Isaku: Tsumi to Batsu,Special,1,Finished Airing,,,,Hentai,,"Studio Kyuuma, Triple X",Pink Pineapple,,Rx - Hentai,5.46,,16026.0,731.0,0.0
Words Worth Omake,Special,1,Finished Airing,,,,"Comedy, Hentai",,Arms,add some,,Rx - Hentai,5.55,,15324.0,878.0,0.0
Gundam: G no Reconguista Movie III - Uchuu kara no Isan,Movie,1,Finished Airing,,,,Sci-Fi,"Mecha, Space",Sunrise,add some,,PG-13 - Teens 13 or older,6.61,6681.0,10418.0,3505.0,4.0
Gundam: G no Reconguista Movie IV - Gekitou ni Sakebu Ai,Movie,1,Finished Airing,,,,Sci-Fi,"Mecha, Space",Sunrise,add some,,PG-13 - Teens 13 or older,6.79,5599.0,10864.0,3089.0,5.0
Gundam: G no Reconguista Movie V - Shisen wo Koete,,,,,,,,,,,,,6.69,,,,
Onegai Patron-sama! Episode 0,ONA,1,Finished Airing,,,,Slice of Life,,TANOsim,add some,,PG-13 - Teens 13 or older,,19244.0,18888.0,424.0,0.0
Godzilla: S.P,TV,13,Finished Airing,Spring 2021,Spring,2021.0,"Award Winning, Mystery, Sci-Fi",Mecha,"Bones, Orange","TOHO animation, Toho Music",,PG-13 - Teens 13 or older,6.65,6406.0,2798.0,73971.0,405.0
San Mao Luxing Ji,TV,26,Finished Airing,Fall 2013,Fall,2013.0,Adventure,,add some,add some,Kids,PG - Children,,14634.0,25238.0,120.0,0.0
Tsukiusa. Gekijou,ONA,12,Finished Airing,,,,Comedy,,add some,add some,,PG-13 - Teens 13 or older,,15805.0,17014.0,589.0,1.0
Da Zhentan Fuermosi: Tao Yu Da Zhuibu,Movie,1,Finished Airing,,,,"Adventure, Mystery","Detective, Historical",add some,add some,Kids,G - All Ages,,20850.0,22273.0,216.0,0.0
Wonder Egg Priority,TV,12,Finished Airing,Winter 2021,Winter,2021.0,"Drama, Supernatural, Suspense",Psychological,CloverWorks,"Aniplex, D.N. Dream Partners",,R - 17+ (violence & profanity),7.55,1829.0,261.0,816394.0,9349.0
McDull: Niu Hua Chen,ONA,11,Finished Airing,,,,,Anthropomorphic,add some,add some,Kids,PG - Children,,18488.0,23973.0,150.0,0.0
Fan Dou Gao Bi Wan Zhuan Sheng Dan Cheng 3D,Movie,1,Finished Airing,,,,,,add some,add some,Kids,PG - Children,,21269.0,24730.0,131.0,0.0
Yuukoku no Moriarty Part 2,TV,13,Finished Airing,Spring 2021,Spring,2021.0,"Mystery, Suspense","Adult Cast, Historical, Organized Crime, Psychological",Production I.G,"Mainichi Broadcasting System, Shueisha, Yomiuri TV Enterprise, Bandai Namco Arts, Bandai Spirits",Shounen,R - 17+ (violence & profanity),8.29,317.0,950.0,283463.0,3280.0
Da Nao Hua Shi,Movie,1.0,Finished Airing,,,,Comedy,,add some,add some,,G - All Ages,,20831.0,21161.0,276.0,0.0
Gebäude Bäude,TV,10,Finished Airing,Fall 2020,Fall,2020.0,"Comedy, Sci-Fi",,Jinnis Animation Studios,add some,,G - All Ages,6.18,9221.0,12405.0,1983.0,5.0
Bear Bear Bear Kuma!,ONA,12,Finished Airing,,,,Comedy,Isekai,EMT Squared,"Nippon Columbia, Kanon Sound",,PG-13 - Teens 13 or older,6.57,6865.0,7099.0,9862.0,23.0
Du Kou,Movie,1.0,Finished Airing,,,,,,Shanghai Animation Film Studio,add some,Kids,G - All Ages,,21167.0,23152.0,177.0,0.0
Da Chao Xun Zhi Ye,Movie,1.0,Finished Airing,,,,,,Shanghai Animation Film Studio,add some,Kids,G - All Ages,,20807.0,22878.0,188.0,0.0
Chu Fa Zhi Qian,Movie,1.0,Finished Airing,,,,,,Shanghai Animation Film Studio,add some,Kids,G - All Ages,,20697.0,23029.0,182.0,0.0
Around the World!,Movie,1,Finished Airing,,,,Avant Garde,,add some,add some,,PG-13 - Teens 13 or older,5.79,11374.0,20573.0,307.0,0.0
Zhang Zai Wu Li De Zhu Sun,Movie,1.0,Finished Airing,,,,,,Shanghai Animation Film Studio,add some,Kids,G - All Ages,,17055.0,22685.0,196.0,0.0
Dalbitkungkwol,Movie,1,Finished Airing,,,,"Adventure, Fantasy",,add some,add some,,G - All Ages,,20874.0,17389.0,548.0,1.0
Chiyuki no Fashion Check,ONA,9,Finished Airing,,,,Comedy,,AQUA ARIS,Bit Promotion,,PG-13 - Teens 13 or older,5.36,13031.0,14274.0,1160.0,0.0
Kaoru no Taisetsu na Mono,TV,50,Finished Airing,Fall 2020,Fall,2020.0,Comedy,,Kachidoki Studio,CHANCE iN,,G - All Ages,,17709.0,15934.0,747.0,0.0
Taimanin Asagi: Toraware no Niku Ningyou,OVA,1,Finished Airing,,,,"Fantasy, Hentai",Urban Fantasy,Teatro Nishi Tokyo Studio,ZIZ Entertainment (ZIZ),,Rx - Hentai,6.18,,9827.0,4229.0,20.0
Shuo Feng: Po Zhen Zi,ONA,1,Not yet aired,,,,"Action, Adventure",Historical,Niceboat Animation,add some,,,,,6907.0,10502.0,102.0
Shadows House,TV,13,Finished Airing,Spring 2021,Spring,2021.0,"Fantasy, Mystery",,CloverWorks,"Aniplex, WOWOW, Tokyo MX, Shueisha, BS Asahi",Seinen,PG-13 - Teens 13 or older,7.81,1059.0,986.0,275497.0,2275.0
Ijirare: Fukushuu Saimin,OVA,4,Finished Airing,,,,Hentai,School,T-Rex,Lune-Pictures,,Rx - Hentai,7.44,,5325.0,20353.0,241.0
Himawari wa Yoru ni Saku,ONA,1,Finished Airing,,,,Hentai,,T-Rex,Antechinus,,Rx - Hentai,6.91,,6550.0,11905.0,241.0
Ajisai no Chiru Koro ni,ONA,1,Finished Airing,,,,Hentai,,T-Rex,"Lune-Pictures, Antechinus",,Rx - Hentai,6.54,,6718.0,11230.0,139.0
Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,TV,12,Finished Airing,Spring 2022,Spring,2022.0,"Comedy, Romance",Adult Cast,Zero-G,"Sony Music Entertainment, BS Fuji, Flex Comix, Hokkaido Cultural Broadcasting, Office Nobu, bilibili, Yomiuri TV Enterprise, Kanetsu Investment, Toyo Recording, Global Solutions, SUPA LOVE, BloomZ, Mirai-Kojo, AMG Entertainment, Starry Cube",,PG-13 - Teens 13 or older,7.3,2929.0,1592.0,166919.0,532.0
Toaru Kagaku no Railgun T: Motto Marutto Railgun,Special,2,Finished Airing,,,,Comedy,,J.C.Staff,add some,,PG-13 - Teens 13 or older,6.83,5355.0,7314.0,9143.0,10.0
San Zhi Lang,Movie,1.0,Finished Airing,,,,,Historical,Shanghai Animation Film Studio,add some,,G - All Ages,,14641.0,20757.0,298.0,0.0
Alice Gear Aegis: Doki! Actress Darake no Mermaid Grand Prix♥,OVA,1,Finished Airing,,,,,Mecha,Nomad,Pyramid,,PG-13 - Teens 13 or older,5.54,12431.0,10412.0,3508.0,6.0
Tsuki ga Michibiku Isekai Douchuu,TV,12,Finished Airing,Summer 2021,Summer,2021.0,"Action, Adventure, Comedy, Fantasy",Isekai,C2C,"Mainichi Broadcasting System, Nippon Television Network, Tokyo MX, Medicos Entertainment, Nichion, A-Sketch, DMM pictures, BS NTV, AQUA ARIS, NetEase, AlphaPolis",,PG-13 - Teens 13 or older,7.71,1332.0,458.0,534140.0,4694.0
Dr. Stone: Stone Wars - Kaisen Zenya Special Eizou,Special,1,Finished Airing,,,,"Adventure, Comedy, Sci-Fi",,TMS Entertainment,add some,Shounen,PG-13 - Teens 13 or older,7.24,3285.0,3163.0,58828.0,51.0
Tsurune Movie: Hajimari no Issha,Movie,1,Finished Airing,,,,Sports,School,Kyoto Animation,add some,,PG-13 - Teens 13 or older,7.51,2010.0,5245.0,21142.0,63.0
Fire Emblem Heroes Book III Movie: Cohort of the Dead,Special,1,Finished Airing,,,,"Action, Fantasy, Horror, Supernatural",Strategy Game,add some,Nintendo,,PG-13 - Teens 13 or older,6.25,8874.0,14312.0,1149.0,4.0
Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,ONA,1,Finished Airing,,,,Fantasy,,Studio Colorido,Soranone,Kids,PG - Children,6.93,4828.0,8141.0,6968.0,2.0
Hetalia World★Stars,ONA,12,Finished Airing,,,,Comedy,"Anthropomorphic, Gag Humor, Historical, Parody",Studio Deen,"DAX Production, Shueisha, Soranone",,PG-13 - Teens 13 or older,6.87,5142.0,5054.0,23062.0,115.0
Kaguya-sama wa Kokurasetai: Ultra Romantic,TV,13,Finished Airing,Spring 2022,Spring,2022.0,"Comedy, Romance",School,A-1 Pictures,"Aniplex, Mainichi Broadcasting System, Magic Capsule, Shueisha, JR East Marketing & Communications",Seinen,PG-13 - Teens 13 or older,8.97,16.0,166.0,1065782.0,32742.0
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,OVA,1,Finished Airing,,,,"Comedy, Romance, Ecchi",School,A-1 Pictures,"Aniplex, Shueisha",Seinen,PG-13 - Teens 13 or older,7.58,1734.0,1067.0,253690.0,586.0
Xin Hulu Xiongdi,TV,52,Finished Airing,Summer 2016,Summer,2016.0,,,Shanghai Animation Film Studio,add some,Kids,PG - Children,,16545.0,22949.0,185.0,0.0
Hulu Xiongdi (Movie),Movie,1,Finished Airing,,,,,,Shanghai Animation Film Studio,add some,Kids,PG - Children,,22136.0,23283.0,172.0,0.0
Lata Dawang Qiyu Ji (Movie),Movie,1.0,Finished Airing,,,,,,Shanghai Animation Film Studio,add some,Kids,PG - Children,,18170.0,24434.0,138.0,0.0
Jue Shi Wu Hun,ONA,440,Finished Airing,,,,"Action, Fantasy",Martial Arts,Suoyi Technology,Tencent Video,,PG-13 - Teens 13 or older,6.85,5237.0,10455.0,3454.0,17.0
Tokyo Babylon 2021,Unknown,Unknown,Not yet aired,,,,"Boys Love, Drama, Supernatural",,add some,add some,Shoujo,,,,7009.0,10231.0,12.0
"Senlin, Xiaoniao He Wo",Movie,1,Finished Airing,,,,,,Shanghai Animation Film Studio,add some,Kids,PG - Children,,14749.0,24476.0,136.0,0.0
Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,Special,1,Finished Airing,,,,Comedy,,Bones,add some,,PG-13 - Teens 13 or older,7.44,2265.0,3391.0,52217.0,102.0
Semi wa Magic Cube,ONA,26,Finished Airing,,,,"Action, Comedy, Fantasy",,Durufix,add some,,PG-13 - Teens 13 or older,,14732.0,13051.0,1612.0,3.0
Tenkuu Shinpan,ONA,12,Finished Airing,,,,"Action, Horror, Mystery, Suspense","Gore, Survival",Zero-G,"Aniplex, Kodansha",,R - 17+ (violence & profanity),6.68,6197.0,713.0,369240.0,2063.0
Kageki Shoujo!!,TV,13,Finished Airing,Summer 2021,Summer,2021.0,Drama,"Performing Arts, School",PINE JAM,"Hakusensha, King Records",Shoujo,PG-13 - Teens 13 or older,7.71,1320.0,2457.0,91414.0,521.0
Gokushufudou,ONA,5,Finished Airing,,,,Comedy,"Adult Cast, Gag Humor, Organized Crime",J.C.Staff,Netflix,,PG-13 - Teens 13 or older,7.26,3139.0,543.0,463986.0,2869.0
Thermae Romae Novae,ONA,11,Finished Airing,,,,Comedy,"Adult Cast, Historical, Time Travel",NAZ,add some,Seinen,PG-13 - Teens 13 or older,7.17,3690.0,4580.0,29006.0,114.0
Rilakkuma to Yuuenchi,ONA,8,Finished Airing,,,,Slice of Life,"Anthropomorphic, Iyashikei",dwarf,"San-X, TYO, Netflix",Kids,PG - Children,6.85,5253.0,10183.0,3785.0,7.0
Bad Mood,ONA,4,Finished Airing,,,,Comedy,Music,add some,add some,,PG-13 - Teens 13 or older,,20042.0,23017.0,181.0,0.0
Yasuke,ONA,6,Finished Airing,,,,"Action, Fantasy","Adult Cast, Gore, Historical, Samurai",MAPPA,add some,,R - 17+ (violence & profanity),5.75,11556.0,2487.0,89740.0,253.0
Doraon Yeongung Hong Gildong,Movie,1,Finished Airing,,,,"Action, Adventure","Historical, Martial Arts",add some,add some,,PG - Children,,21086.0,22491.0,204.0,0.0
Hong Gildong Janggun,Movie,1.0,Finished Airing,,,,"Action, Adventure",Historical,add some,add some,,PG - Children,,21979.0,21163.0,276.0,1.0
Juunenbun no Watashi e,ONA,1,Finished Airing,,,,Drama,,Flat Studio,Half H.P Studio,,G - All Ages,6.34,8247.0,12720.0,1787.0,2.0
Tell the Story to You,Special,2,Finished Airing,,,,,Music,Flat Studio,add some,,PG-13 - Teens 13 or older,6.2,9096.0,18344.0,462.0,1.0
